_id,year,month,date,time,location,indicator,unit,value,note
4599,2023,August,01-08-2023,21:00,MALAKPET,WS,m/s,0.04,
4600,2023,August,01-08-2023,21:00,MALAKPET,RF,m m,0,
4601,2023,August,01-08-2023,21:00,MALAKPET,SO2,ug/m3,10.08,
4602,2023,August,01-08-2023,21:00,MALAKPET,PM10,ug/m3,73.71,
4603,2023,August,01-08-2023,21:00,MALAKPET,PM2.5,ug/m3,28.87,
4604,2023,August,01-08-2023,21:00,MALAKPET,NO,ug/m3,2.54,
4605,2023,August,01-08-2023,21:00,MALAKPET,NO2,ug/m3,7.44,
4606,2023,August,01-08-2023,21:00,MALAKPET,CO,mg/m3,0.76,
4607,2023,August,01-08-2023,21:00,MALAKPET,NOx,ppb,9.98,
4839,2023,August,01-08-2023,22:00,MALAKPET,Ozone,ug/m3,11.34,
4840,2023,August,01-08-2023,22:00,MALAKPET,ETHBENZ,ug/m3,2.53,
4841,2023,August,01-08-2023,22:00,MALAKPET,MP-Xylene,ug/m3,1.69,
4842,2023,August,01-08-2023,22:00,MALAKPET,PM2.5,ug/m3,25,
4843,2023,August,01-08-2023,22:00,MALAKPET,Xylene,ug/m3,1.78,
4844,2023,August,01-08-2023,22:00,MALAKPET,NH3,ug/m3,9.22,
4845,2023,August,01-08-2023,22:00,MALAKPET,Benzene,ug/m3,0.95,
4846,2023,August,01-08-2023,22:00,MALAKPET,CO,mg/m3,0.78,
4847,2023,August,01-08-2023,22:00,MALAKPET,Toluene,ug/m3,1.12,
4848,2023,August,01-08-2023,22:00,MALAKPET,SO2,ug/m3,9.74,
4849,2023,August,01-08-2023,22:00,MALAKPET,NOx,ppb,11.96,
4850,2023,August,01-08-2023,22:00,MALAKPET,PM10,ug/m3,72.01,
4851,2023,August,01-08-2023,22:00,MALAKPET,WD,DEGREE,126.59,
4852,2023,August,01-08-2023,22:00,MALAKPET,NO2,ug/m3,7.88,
4853,2023,August,01-08-2023,22:00,MALAKPET,WS,m/s,0.03,
4854,2023,August,01-08-2023,22:00,MALAKPET,RF,m m,0,
4855,2023,August,01-08-2023,22:00,MALAKPET,SR,W/m2,0,
4856,2023,August,01-08-2023,22:00,MALAKPET,Temp,degreC,26.52,
4857,2023,August,01-08-2023,22:00,MALAKPET,NO,ug/m3,4.09,
4858,2023,August,01-08-2023,22:00,MALAKPET,RH,%,72.5,
5090,2023,August,01-08-2023,23:00,MALAKPET,WS,m/s,0.03,
5091,2023,August,01-08-2023,23:00,MALAKPET,PM2.5,ug/m3,22.29,
5092,2023,August,01-08-2023,23:00,MALAKPET,RF,m m,0,
5093,2023,August,01-08-2023,23:00,MALAKPET,Ozone,ug/m3,10.14,
5094,2023,August,01-08-2023,23:00,MALAKPET,SO2,ug/m3,9.97,
5095,2023,August,01-08-2023,23:00,MALAKPET,Xylene,ug/m3,1.84,
5096,2023,August,01-08-2023,23:00,MALAKPET,ETHBENZ,ug/m3,2.57,
5097,2023,August,01-08-2023,23:00,MALAKPET,SR,W/m2,0,
5098,2023,August,01-08-2023,23:00,MALAKPET,Temp,degreC,26.3,
5099,2023,August,01-08-2023,23:00,MALAKPET,RH,%,73,
5100,2023,August,01-08-2023,23:00,MALAKPET,PM10,ug/m3,72.91,
5101,2023,August,01-08-2023,23:00,MALAKPET,MP-Xylene,ug/m3,1.71,
5102,2023,August,01-08-2023,23:00,MALAKPET,WD,DEGREE,106.48,
5103,2023,August,01-08-2023,23:00,MALAKPET,NO2,ug/m3,7.92,
5104,2023,August,01-08-2023,23:00,MALAKPET,NH3,ug/m3,9.1,
5105,2023,August,01-08-2023,23:00,MALAKPET,Benzene,ug/m3,0.95,
5106,2023,August,01-08-2023,23:00,MALAKPET,CO,mg/m3,0.78,
5107,2023,August,01-08-2023,23:00,MALAKPET,Toluene,ug/m3,1.11,
5108,2023,August,01-08-2023,23:00,MALAKPET,NO,ug/m3,4.28,
5109,2023,August,01-08-2023,23:00,MALAKPET,NOx,ppb,12.2,
5341,2023,August,02-08-2023,00:00,MALAKPET,Benzene,ug/m3,0.94,
5342,2023,August,02-08-2023,00:00,MALAKPET,MP-Xylene,ug/m3,1.7,
5343,2023,August,02-08-2023,00:00,MALAKPET,ETHBENZ,ug/m3,2.47,
5344,2023,August,02-08-2023,00:00,MALAKPET,Ozone,ug/m3,8.94,
5345,2023,August,02-08-2023,00:00,MALAKPET,Toluene,ug/m3,1.11,
5346,2023,August,02-08-2023,00:00,MALAKPET,Xylene,ug/m3,1.83,
5347,2023,August,02-08-2023,00:00,MALAKPET,SR,W/m2,0,
5348,2023,August,02-08-2023,00:00,MALAKPET,Temp,degreC,25.89,
5349,2023,August,02-08-2023,00:00,MALAKPET,RH,%,75.26,
5350,2023,August,02-08-2023,00:00,MALAKPET,WD,DEGREE,98.68,
5351,2023,August,02-08-2023,00:00,MALAKPET,WS,m/s,0.03,
5352,2023,August,02-08-2023,00:00,MALAKPET,RF,m m,0,
5353,2023,August,02-08-2023,00:00,MALAKPET,PM10,ug/m3,74.03,
5354,2023,August,02-08-2023,00:00,MALAKPET,PM2.5,ug/m3,21.38,
5355,2023,August,02-08-2023,00:00,MALAKPET,SO2,ug/m3,11.28,
