_id,year,month,date,time,location,indicator,unit,value,note
97769,2023,February,16-02-2023,18:00,MALAKPET,NO,ug/m3,5.23,
97770,2023,February,16-02-2023,18:00,MALAKPET,Benzene,ug/m3,1.02,
97771,2023,February,16-02-2023,18:00,MALAKPET,NO2,ug/m3,11.08,
97772,2023,February,16-02-2023,18:00,MALAKPET,NH3,ug/m3,10.09,
97773,2023,February,16-02-2023,18:00,MALAKPET,WS,m/s,0.04,
97774,2023,February,16-02-2023,18:00,MALAKPET,Ozone,ug/m3,11.53,
97775,2023,February,16-02-2023,18:00,MALAKPET,WD,DEGREE,1.08,
98020,2023,February,16-02-2023,19:00,MALAKPET,NO2,ug/m3,11.24,
98021,2023,February,16-02-2023,19:00,MALAKPET,WS,m/s,0.05,
98022,2023,February,16-02-2023,19:00,MALAKPET,NOx,ppb,16.35,
98023,2023,February,16-02-2023,19:00,MALAKPET,NO,ug/m3,5.2,
98024,2023,February,16-02-2023,19:00,MALAKPET,NH3,ug/m3,9.83,
98025,2023,February,16-02-2023,19:00,MALAKPET,WD,DEGREE,344.47,
98026,2023,February,16-02-2023,19:00,MALAKPET,Xylene,ug/m3,4.09,
98027,2023,February,16-02-2023,19:00,MALAKPET,Temp,degreC,35.97,
98028,2023,February,16-02-2023,19:00,MALAKPET,SR,W/m2,0,
98029,2023,February,16-02-2023,19:00,MALAKPET,MP-Xylene,ug/m3,3.22,
98030,2023,February,16-02-2023,19:00,MALAKPET,RH,%,10.48,
98031,2023,February,16-02-2023,19:00,MALAKPET,Ozone,ug/m3,11.44,
98032,2023,February,16-02-2023,19:00,MALAKPET,Benzene,ug/m3,1.01,
98033,2023,February,16-02-2023,19:00,MALAKPET,Toluene,ug/m3,1.26,
98034,2023,February,16-02-2023,19:00,MALAKPET,ETHBENZ,ug/m3,0.86,
98035,2023,February,16-02-2023,19:00,MALAKPET,PM10,ug/m3,135.73,
98036,2023,February,16-02-2023,19:00,MALAKPET,PM2.5,ug/m3,100.66,
98037,2023,February,16-02-2023,19:00,MALAKPET,SO2,ug/m3,9.91,
98038,2023,February,16-02-2023,19:00,MALAKPET,CO,mg/m3,1.92,
98283,2023,February,16-02-2023,20:00,MALAKPET,Temp,degreC,34.45,
98284,2023,February,16-02-2023,20:00,MALAKPET,WD,DEGREE,11.06,
98285,2023,February,16-02-2023,20:00,MALAKPET,WS,m/s,0.06,
98286,2023,February,16-02-2023,20:00,MALAKPET,RH,%,13.61,
98287,2023,February,16-02-2023,20:00,MALAKPET,PM2.5,ug/m3,73.11,
98288,2023,February,16-02-2023,20:00,MALAKPET,PM10,ug/m3,124.19,
98289,2023,February,16-02-2023,20:00,MALAKPET,SO2,ug/m3,9.89,
98290,2023,February,16-02-2023,20:00,MALAKPET,CO,mg/m3,2.4,
98291,2023,February,16-02-2023,20:00,MALAKPET,NOx,ppb,16.23,
98292,2023,February,16-02-2023,20:00,MALAKPET,NO,ug/m3,5.18,
98293,2023,February,16-02-2023,20:00,MALAKPET,NO2,ug/m3,11.29,
98294,2023,February,16-02-2023,20:00,MALAKPET,Toluene,ug/m3,1.25,
98295,2023,February,16-02-2023,20:00,MALAKPET,SR,W/m2,0,
98296,2023,February,16-02-2023,20:00,MALAKPET,Ozone,ug/m3,11.41,
98297,2023,February,16-02-2023,20:00,MALAKPET,MP-Xylene,ug/m3,3.26,
98298,2023,February,16-02-2023,20:00,MALAKPET,Xylene,ug/m3,4.13,
98299,2023,February,16-02-2023,20:00,MALAKPET,ETHBENZ,ug/m3,0.87,
98300,2023,February,16-02-2023,20:00,MALAKPET,NH3,ug/m3,9.92,
98301,2023,February,16-02-2023,20:00,MALAKPET,Benzene,ug/m3,1.01,
98546,2023,February,16-02-2023,21:00,MALAKPET,ETHBENZ,ug/m3,0.85,
98547,2023,February,16-02-2023,21:00,MALAKPET,MP-Xylene,ug/m3,3.27,
98548,2023,February,16-02-2023,21:00,MALAKPET,Xylene,ug/m3,4.13,
98549,2023,February,16-02-2023,21:00,MALAKPET,Temp,degreC,31.83,
98550,2023,February,16-02-2023,21:00,MALAKPET,RH,%,15.59,
